CASA,FORA,GOLS_CASA,GOLS_FORA,TEMPORADA
Darmstadt,Union Berlin,1,4,2324
FC Koln,Wolfsburg,1,2,2324
Freiburg,Werder Bremen,1,0,2324
Heidenheim,Hoffenheim,2,3,2324
M'gladbach,Leverkusen,0,3,2324
Mainz,Ein Frankfurt,1,1,2324
Bayern Munich,Augsburg,3,1,2324
Dortmund,Heidenheim,2,2,2324
Augsburg,Bochum,2,2,2324
Hoffenheim,Wolfsburg,3,1,2324
Leverkusen,Darmstadt,5,1,2324
Stuttgart,Freiburg,5,0,2324
Werder Bremen,Mainz,4,0,2324
M'gladbach,Bayern Munich,1,2,2324
Ein Frankfurt,FC Koln,1,1,2324
Union Berlin,RB Leipzig,0,3,2324
Bayern Munich,Leverkusen,2,2,2324
FC Koln,Hoffenheim,1,3,2324
Freiburg,Dortmund,2,4,2324
Mainz,Stuttgart,1,3,2324
RB Leipzig,Augsburg,3,0,2324
Wolfsburg,Union Berlin,2,1,2324
Bochum,Ein Frankfurt,1,1,2324
Heidenheim,Werder Bremen,4,2,2324
Darmstadt,M'gladbach,3,3,2324
Stuttgart,Darmstadt,3,1,2324
Augsburg,Mainz,2,1,2324
Bayern Munich,Bochum,7,0,2324
Dortmund,Wolfsburg,1,0,2324
M'gladbach,RB Leipzig,0,1,2324
Union Berlin,Hoffenheim,0,2,2324
Werder Bremen,FC Koln,2,1,2324
Leverkusen,Heidenheim,4,1,2324
Ein Frankfurt,Freiburg,0,0,2324
Hoffenheim,Dortmund,1,3,2324
Bochum,M'gladbach,1,3,2324
FC Koln,Stuttgart,0,2,2324
Heidenheim,Union Berlin,1,0,2324
Mainz,Leverkusen,0,3,2324
Wolfsburg,Ein Frankfurt,2,0,2324
RB Leipzig,Bayern Munich,2,2,2324
Darmstadt,Werder Bremen,4,2,2324
Freiburg,Augsburg,2,0,2324
M'gladbach,Mainz,2,2,2324
Augsburg,Darmstadt,1,2,2324
Dortmund,Union Berlin,4,2,2324
RB Leipzig,Bochum,0,0,2324
Stuttgart,Wolfsburg,3,1,2324
Werder Bremen,Hoffenheim,2,3,2324
Leverkusen,FC Koln,3,0,2324
Bayern Munich,Freiburg,3,0,2324
Ein Frankfurt,Heidenheim,2,0,2324
Dortmund,Werder Bremen,1,0,2324
Darmstadt,RB Leipzig,1,3,2324
Freiburg,Bochum,2,1,2324
Hoffenheim,Ein Frankfurt,1,3,2324
Union Berlin,Stuttgart,0,3,2324
Wolfsburg,Leverkusen,1,2,2324
Mainz,Bayern Munich,1,3,2324
FC Koln,M'gladbach,3,1,2324
Heidenheim,Augsburg,2,5,2324
Bochum,Mainz,2,2,2324
Augsburg,Wolfsburg,3,2,2324
Bayern Munich,Darmstadt,8,0,2324
M'gladbach,Heidenheim,2,1,2324
Stuttgart,Hoffenheim,2,3,2324
Werder Bremen,Union Berlin,2,0,2324
RB Leipzig,FC Koln,6,0,2324
Ein Frankfurt,Dortmund,3,3,2324
Leverkusen,Freiburg,2,1,2324
Darmstadt,Bochum,1,2,2324
FC Koln,Augsburg,1,1,2324
Freiburg,M'gladbach,3,3,2324
Hoffenheim,Leverkusen,2,3,2324
Mainz,RB Leipzig,2,0,2324
Union Berlin,Ein Frankfurt,0,3,2324
Dortmund,Bayern Munich,0,4,2324
Wolfsburg,Werder Bremen,2,2,2324
Heidenheim,Stuttgart,2,0,2324
M'gladbach,Wolfsburg,4,0,2324
Augsburg,Hoffenheim,1,1,2324
Bayern Munich,Heidenheim,4,2,2324
Darmstadt,Mainz,0,0,2324
Stuttgart,Dortmund,2,1,2324
Bochum,FC Koln,1,1,2324
Leverkusen,Union Berlin,4,0,2324
Werder Bremen,Ein Frankfurt,2,2,2324
RB Leipzig,Freiburg,3,1,2324
FC Koln,Bayern Munich,0,1,2324
Dortmund,M'gladbach,4,2,2324
Freiburg,Darmstadt,1,1,2324
Union Berlin,Augsburg,1,1,2324
Werder Bremen,Leverkusen,0,3,2324
Wolfsburg,RB Leipzig,2,1,2324
Ein Frankfurt,Stuttgart,1,2,2324
Heidenheim,Bochum,0,0,2324
Hoffenheim,Mainz,1,1,2324
Darmstadt,FC Koln,0,1,2324
Bochum,Wolfsburg,3,1,2324
M'gladbach,Hoffenheim,2,1,2324
RB Leipzig,Heidenheim,2,1,2324
Stuttgart,Werder Bremen,2,0,2324
Mainz,Freiburg,0,1,2324
Leverkusen,Dortmund,1,1,2324
Augsburg,Ein Frankfurt,2,1,2324
Hoffenheim,Bochum,3,1,2324
Ein Frankfurt,Bayern Munich,5,1,2324
Heidenheim,Darmstadt,3,2,2324
Union Berlin,M'gladbach,3,1,2324
Werder Bremen,Augsburg,2,0,2324
Wolfsburg,Freiburg,0,1,2324
Dortmund,RB Leipzig,2,3,2324
Stuttgart,Leverkusen,1,1,2324
FC Koln,Mainz,0,0,2324
M'gladbach,Werder Bremen,2,2,2324
Augsburg,Dortmund,1,1,2324
Bochum,Union Berlin,3,0,2324
Darmstadt,Wolfsburg,0,1,2324
Mainz,Heidenheim,0,1,2324
RB Leipzig,Hoffenheim,3,1,2324
Freiburg,FC Koln,2,0,2324
Leverkusen,Ein Frankfurt,3,0,2324
Bayern Munich,Stuttgart,3,0,2324
Werder Bremen,RB Leipzig,1,1,2324
Dortmund,Mainz,1,1,2324
Hoffenheim,Darmstadt,3,3,2324
Union Berlin,FC Koln,2,0,2324
Ein Frankfurt,M'gladbach,2,1,2324
Heidenheim,Freiburg,3,2,2324
Leverkusen,Bochum,4,0,2324
Stuttgart,Augsburg,3,0,2324
Wolfsburg,Bayern Munich,1,2,2324
Bayern Munich,Hoffenheim,3,0,2324
Augsburg,Leverkusen,0,1,2324
FC Koln,Heidenheim,1,1,2324
Freiburg,Union Berlin,0,0,2324
Mainz,Wolfsburg,1,1,2324
RB Leipzig,Ein Frankfurt,0,1,2324
Darmstadt,Dortmund,0,3,2324
Bochum,Werder Bremen,1,1,2324
M'gladbach,Stuttgart,3,1,2324
Bochum,Stuttgart,1,0,2324
Darmstadt,Ein Frankfurt,2,2,2324
FC Koln,Dortmund,0,4,2324
Freiburg,Hoffenheim,3,2,2324
Heidenheim,Wolfsburg,1,1,2324
RB Leipzig,Leverkusen,2,3,2324
Bayern Munich,Werder Bremen,0,1,2324
M'gladbach,Augsburg,1,2,2324
Bayern Munich,Union Berlin,1,0,2324
Ein Frankfurt,Mainz,1,0,2324
Augsburg,Bayern Munich,2,3,2324
Hoffenheim,Heidenheim,1,1,2324
Stuttgart,RB Leipzig,5,2,2324
Werder Bremen,Freiburg,3,1,2324
Wolfsburg,FC Koln,1,1,2324
Leverkusen,M'gladbach,0,0,2324
Union Berlin,Darmstadt,1,0,2324
Dortmund,Bochum,3,1,2324
Heidenheim,Dortmund,0,0,2324
Bayern Munich,M'gladbach,3,1,2324
Bochum,Augsburg,1,1,2324
Darmstadt,Leverkusen,0,2,2324
Freiburg,Stuttgart,1,3,2324
Mainz,Werder Bremen,0,1,2324
FC Koln,Ein Frankfurt,2,0,2324
Wolfsburg,Hoffenheim,2,2,2324
RB Leipzig,Union Berlin,2,0,2324
Mainz,Union Berlin,1,1,2324
Dortmund,Freiburg,3,0,2324
Augsburg,RB Leipzig,2,2,2324
Ein Frankfurt,Bochum,1,1,2324
M'gladbach,Darmstadt,0,0,2324
Union Berlin,Wolfsburg,1,0,2324
Werder Bremen,Heidenheim,1,2,2324
Leverkusen,Bayern Munich,3,0,2324
Stuttgart,Mainz,3,1,2324
Hoffenheim,FC Koln,1,1,2324
FC Koln,Werder Bremen,0,1,2324
Darmstadt,Stuttgart,1,2,2324
Heidenheim,Leverkusen,1,2,2324
Hoffenheim,Union Berlin,0,1,2324
Mainz,Augsburg,1,0,2324
Wolfsburg,Dortmund,1,1,2324
RB Leipzig,M'gladbach,2,0,2324
Freiburg,Ein Frankfurt,3,3,2324
Bochum,Bayern Munich,3,2,2324
Leverkusen,Mainz,2,1,2324
M'gladbach,Bochum,5,2,2324
Stuttgart,FC Koln,1,1,2324
Union Berlin,Heidenheim,2,2,2324
Werder Bremen,Darmstadt,1,1,2324
Bayern Munich,RB Leipzig,2,1,2324
Ein Frankfurt,Wolfsburg,2,2,2324
Dortmund,Hoffenheim,2,3,2324
Augsburg,Freiburg,2,1,2324
Freiburg,Bayern Munich,2,2,2324
Bochum,RB Leipzig,1,4,2324
Darmstadt,Augsburg,0,6,2324
Heidenheim,Ein Frankfurt,1,2,2324
Mainz,M'gladbach,1,1,2324
Union Berlin,Dortmund,0,2,2324
Wolfsburg,Stuttgart,2,3,2324
FC Koln,Leverkusen,0,2,2324
Hoffenheim,Werder Bremen,2,1,2324
Stuttgart,Union Berlin,2,0,2324
Augsburg,Heidenheim,1,0,2324
Bayern Munich,Mainz,8,1,2324
M'gladbach,FC Koln,3,3,2324
RB Leipzig,Darmstadt,2,0,2324
Werder Bremen,Dortmund,1,2,2324
Bochum,Freiburg,1,2,2324
Ein Frankfurt,Hoffenheim,3,1,2324
Leverkusen,Wolfsburg,2,0,2324
FC Koln,RB Leipzig,1,5,2324
Darmstadt,Bayern Munich,2,5,2324
Heidenheim,M'gladbach,1,1,2324
Mainz,Bochum,2,0,2324
Union Berlin,Werder Bremen,2,1,2324
Wolfsburg,Augsburg,1,3,2324
Hoffenheim,Stuttgart,0,3,2324
Freiburg,Leverkusen,2,3,2324
Dortmund,Ein Frankfurt,3,1,2324
Ein Frankfurt,Union Berlin,0,0,2324
Leverkusen,Hoffenheim,2,1,2324
M'gladbach,Freiburg,0,3,2324
RB Leipzig,Mainz,0,0,2324
Werder Bremen,Wolfsburg,0,2,2324
Bayern Munich,Dortmund,0,2,2324
Augsburg,FC Koln,1,1,2324
Stuttgart,Heidenheim,3,3,2324
Bochum,Darmstadt,2,2,2324
Ein Frankfurt,Werder Bremen,1,1,2324
FC Koln,Bochum,2,1,2324
Freiburg,RB Leipzig,1,4,2324
Heidenheim,Bayern Munich,3,2,2324
Mainz,Darmstadt,4,0,2324
Union Berlin,Leverkusen,0,1,2324
Dortmund,Stuttgart,0,1,2324
Hoffenheim,Augsburg,3,1,2324
Wolfsburg,M'gladbach,1,3,2324
Augsburg,Union Berlin,2,0,2324
Bayern Munich,FC Koln,2,0,2324
Bochum,Heidenheim,1,1,2324
Mainz,Hoffenheim,4,1,2324
M'gladbach,Dortmund,1,2,2324
RB Leipzig,Wolfsburg,3,0,2324
Stuttgart,Ein Frankfurt,3,0,2324
Darmstadt,Freiburg,0,1,2324
Leverkusen,Werder Bremen,5,0,2324
Ein Frankfurt,Augsburg,3,1,2324
FC Koln,Darmstadt,0,2,2324
Heidenheim,RB Leipzig,1,2,2324
Hoffenheim,M'gladbach,4,3,2324
Wolfsburg,Bochum,1,0,2324
Union Berlin,Bayern Munich,1,5,2324
Werder Bremen,Stuttgart,2,1,2324
Dortmund,Leverkusen,1,1,2324
Freiburg,Mainz,1,1,2324
Bochum,Hoffenheim,3,2,2324
Augsburg,Werder Bremen,0,3,2324
Bayern Munich,Ein Frankfurt,2,1,2324
Freiburg,Wolfsburg,1,2,2324
RB Leipzig,Dortmund,4,1,2324
Leverkusen,Stuttgart,2,2,2324
M'gladbach,Union Berlin,0,0,2324
Mainz,FC Koln,1,1,2324
Darmstadt,Heidenheim,0,1,2324
Hoffenheim,RB Leipzig,1,1,2324
Dortmund,Augsburg,5,1,2324
Stuttgart,Bayern Munich,3,1,2324
Werder Bremen,M'gladbach,2,2,2324
Wolfsburg,Darmstadt,3,0,2324
FC Koln,Freiburg,0,0,2324
Union Berlin,Bochum,3,4,2324
Ein Frankfurt,Leverkusen,1,5,2324
Heidenheim,Mainz,1,1,2324
Augsburg,Stuttgart,0,1,2324
FC Koln,Union Berlin,3,2,2324
Freiburg,Heidenheim,1,1,2324
M'gladbach,Ein Frankfurt,1,1,2324
RB Leipzig,Werder Bremen,1,1,2324
Mainz,Dortmund,3,0,2324
Darmstadt,Hoffenheim,0,6,2324
Bayern Munich,Wolfsburg,2,0,2324
Bochum,Leverkusen,0,5,2324
Dortmund,Darmstadt,4,0,2324
Ein Frankfurt,RB Leipzig,2,2,2324
Heidenheim,FC Koln,4,1,2324
Hoffenheim,Bayern Munich,4,2,2324
Leverkusen,Augsburg,2,1,2324
Stuttgart,M'gladbach,4,0,2324
Union Berlin,Freiburg,2,1,2324
Werder Bremen,Bochum,4,1,2324
Wolfsburg,Mainz,1,3,2324
Nice,Lille,1,1,2324
Marseille,Reims,2,1,2324
Paris SG,Lorient,0,0,2324
Brest,Lens,3,2,2324
Clermont,Monaco,2,4,2324
Montpellier,Le Havre,2,2,2324
Nantes,Toulouse,1,2,2324
Rennes,Metz,5,1,2324
Strasbourg,Lyon,2,1,2324
Metz,Marseille,2,2,2324
Lyon,Montpellier,1,4,2324
Toulouse,Paris SG,1,1,2324
Lille,Nantes,2,0,2324
Le Havre,Brest,1,2,2324
Lorient,Nice,1,1,2324
Reims,Clermont,2,0,2324
Monaco,Strasbourg,3,0,2324
Lens,Rennes,1,1,2324
Nantes,Monaco,3,3,2324
Marseille,Brest,2,0,2324
Paris SG,Lens,3,1,2324
Rennes,Le Havre,2,2,2324
Clermont,Metz,0,1,2324
Montpellier,Reims,1,3,2324
Strasbourg,Toulouse,2,0,2324
Lorient,Lille,4,1,2324
Nice,Lyon,0,0,2324
Nantes,Marseille,1,1,2324
Brest,Rennes,0,0,2324
Monaco,Lens,3,0,2324
Toulouse,Clermont,2,2,2324
Le Havre,Lorient,3,0,2324
Lille,Montpellier,1,0,2324
Metz,Reims,2,2,2324
Nice,Strasbourg,2,0,2324
Lyon,Paris SG,1,4,2324
Paris SG,Nice,2,3,2324
Rennes,Lille,2,2,2324
Lens,Metz,0,1,2324
Lorient,Monaco,2,2,2324
Clermont,Nantes,0,1,2324
Reims,Brest,1,2,2324
Strasbourg,Montpellier,2,2,2324
Marseille,Toulouse,0,0,2324
Lyon,Le Havre,0,0,2324
Monaco,Nice,0,1,2324
Nantes,Lorient,5,3,2324
Brest,Lyon,1,0,2324
Metz,Strasbourg,0,1,2324
Le Havre,Clermont,2,1,2324
Lens,Toulouse,2,1,2324
Montpellier,Rennes,0,0,2324
Paris SG,Marseille,4,0,2324
Lille,Reims,1,2,2324
Strasbourg,Lens,0,1,2324
Clermont,Paris SG,0,0,2324
Monaco,Marseille,3,2,2324
Reims,Lyon,2,0,2324
Le Havre,Lille,0,2,2324
Nice,Brest,0,0,2324
Toulouse,Metz,3,0,2324
Lorient,Montpellier,0,3,2324
Rennes,Nantes,3,1,2324
Strasbourg,Nantes,1,2,2324
Metz,Nice,0,1,2324
Reims,Monaco,1,3,2324
Marseille,Le Havre,3,0,2324
Brest,Toulouse,1,1,2324
Lyon,Lorient,3,3,2324
Lens,Lille,1,1,2324
Rennes,Paris SG,1,3,2324
Le Havre,Lens,0,0,2324
Paris SG,Strasbourg,3,0,2324
Nice,Marseille,1,0,2324
Lorient,Rennes,2,1,2324
Lille,Brest,1,0,2324
Nantes,Montpellier,2,0,2324
Toulouse,Reims,1,1,2324
Monaco,Metz,2,1,2324
Lyon,Clermont,1,2,2324
Clermont,Nice,0,1,2324
Reims,Lorient,1,0,2324
Lens,Nantes,4,0,2324
Brest,Paris SG,2,3,2324
Lille,Monaco,2,0,2324
Metz,Le Havre,0,0,2324
Montpellier,Toulouse,3,0,2324
Rennes,Strasbourg,1,1,2324
Paris SG,Montpellier,3,0,2324
Lorient,Lens,0,0,2324
Marseille,Lille,0,0,2324
Lyon,Metz,1,1,2324
Nantes,Reims,0,1,2324
Strasbourg,Clermont,0,0,2324
Toulouse,Le Havre,1,2,2324
Monaco,Brest,2,0,2324
Nice,Rennes,2,0,2324
Montpellier,Nice,0,0,2324
Reims,Paris SG,0,3,2324
Le Havre,Monaco,0,0,2324
Clermont,Lorient,1,0,2324
Lille,Toulouse,1,1,2324
Metz,Nantes,3,1,2324
Rennes,Lyon,0,1,2324
Lens,Marseille,1,0,2324
Paris SG,Monaco,5,2,2324
Clermont,Lens,0,3,2324
Strasbourg,Marseille,1,1,2324
Nice,Toulouse,1,0,2324
Lorient,Metz,2,3,2324
Montpellier,Brest,1,3,2324
Nantes,Le Havre,0,0,2324
Rennes,Reims,3,1,2324
Lyon,Lille,0,2,2324
Montpellier,Clermont,1,1,2324
Reims,Strasbourg,2,1,2324
Lens,Lyon,3,2,2324
Nantes,Nice,1,0,2324
Le Havre,Paris SG,0,2,2324
Brest,Clermont,3,0,2324
Monaco,Montpellier,2,0,2324
Toulouse,Lorient,1,1,2324
Lille,Metz,2,0,2324
Marseille,Rennes,2,0,2324
Marseille,Lyon,3,0,2324
Brest,Strasbourg,1,1,2324
Montpellier,Lens,0,0,2324
Rennes,Monaco,1,2,2324
Paris SG,Nantes,2,1,2324
Nice,Reims,2,1,2324
Clermont,Lille,0,0,2324
Metz,Brest,0,1,2324
Strasbourg,Le Havre,2,1,2324
Lyon,Toulouse,3,0,2324
Lorient,Marseille,2,4,2324
Monaco,Lyon,0,1,2324
Le Havre,Nice,3,1,2324
Lens,Reims,2,0,2324
Nantes,Brest,0,2,2324
Lorient,Strasbourg,1,2,2324
Metz,Montpellier,0,1,2324
Toulouse,Rennes,0,0,2324
Marseille,Clermont,2,1,2324
Lille,Paris SG,1,1,2324
Brest,Lorient,4,0,2324
Clermont,Rennes,1,3,2324
Lyon,Nantes,1,0,2324
Montpellier,Marseille,1,1,2324
Nice,Lens,2,0,2324
Paris SG,Metz,3,1,2324
Reims,Le Havre,1,0,2324
Strasbourg,Lille,2,1,2324
Toulouse,Monaco,1,2,2324
Marseille,Strasbourg,1,1,2324
Monaco,Reims,1,3,2324
Rennes,Nice,2,0,2324
Lille,Lorient,3,0,2324
Brest,Montpellier,2,0,2324
Metz,Toulouse,0,1,2324
Nantes,Clermont,1,2,2324
Le Havre,Lyon,3,1,2324
Lens,Paris SG,0,2,2324
Lyon,Rennes,2,3,2324
Nice,Metz,1,0,2324
Marseille,Monaco,2,2,2324
Montpellier,Lille,0,0,2324
Clermont,Strasbourg,1,1,2324
Lorient,Le Havre,3,3,2324
Reims,Nantes,0,0,2324
Toulouse,Lens,0,2,2324
Paris SG,Brest,2,2,2324
Strasbourg,Paris SG,1,2,2324
Rennes,Montpellier,2,1,2324
Nantes,Lens,0,1,2324
Monaco,Le Havre,1,1,2324
Lille,Clermont,4,0,2324
Metz,Lorient,1,2,2324
Reims,Toulouse,2,3,2324
Brest,Nice,0,0,2324
Lyon,Marseille,1,0,2324
Marseille,Metz,1,1,2324
Lens,Strasbourg,3,1,2324
Paris SG,Lille,3,1,2324
Le Havre,Rennes,0,1,2324
Clermont,Brest,1,1,2324
Lorient,Reims,2,0,2324
Toulouse,Nantes,1,2,2324
Montpellier,Lyon,1,2,2324
Nice,Monaco,2,3,2324
Lyon,Nice,1,0,2324
Lille,Le Havre,3,0,2324
Nantes,Paris SG,0,2,2324
Strasbourg,Lorient,1,3,2324
Monaco,Toulouse,1,2,2324
Montpellier,Metz,3,0,2324
Rennes,Clermont,3,1,2324
Reims,Lens,1,1,2324
Brest,Marseille,1,0,2324
Metz,Lyon,1,2,2324
Lorient,Nantes,0,1,2324
Strasbourg,Brest,0,3,2324
Lens,Monaco,2,3,2324
Le Havre,Reims,1,2,2324
Nice,Clermont,0,0,2324
Toulouse,Lille,3,1,2324
Paris SG,Rennes,1,1,2324
Marseille,Montpellier,4,1,2324
Monaco,Paris SG,0,0,2324
Reims,Lille,0,1,2324
Clermont,Marseille,1,5,2324
Toulouse,Nice,2,1,2324
Brest,Le Havre,1,0,2324
Montpellier,Strasbourg,2,2,2324
Nantes,Metz,0,2,2324
Rennes,Lorient,1,2,2324
Lyon,Lens,0,3,2324
Nice,Montpellier,1,2,2324
Lorient,Lyon,0,2,2324
Lens,Brest,1,0,2324
Paris SG,Reims,2,2,2324
Le Havre,Toulouse,1,0,2324
Metz,Clermont,1,0,2324
Strasbourg,Monaco,0,1,2324
Lille,Rennes,2,2,2324
Marseille,Nantes,2,0,2324
Toulouse,Lyon,2,3,2324
Nantes,Strasbourg,1,3,2324
Lens,Nice,1,3,2324
Brest,Lille,1,1,2324
Clermont,Le Havre,2,1,2324
Monaco,Lorient,2,2,2324
Reims,Metz,2,1,2324
Rennes,Marseille,2,0,2324
Montpellier,Paris SG,2,6,2324
Lille,Lens,2,1,2324
Metz,Monaco,2,5,2324
Lyon,Reims,1,1,2324
Lorient,Brest,0,1,2324
Clermont,Toulouse,0,3,2324
Le Havre,Montpellier,0,2,2324
Nice,Nantes,1,2,2324
Strasbourg,Rennes,2,0,2324
Marseille,Paris SG,0,2,2324
Lille,Marseille,3,1,2324
Lens,Le Havre,1,1,2324
Paris SG,Clermont,1,1,2324
Brest,Metz,4,3,2324
Montpellier,Lorient,2,0,2324
Reims,Nice,0,0,2324
Toulouse,Strasbourg,0,0,2324
Monaco,Rennes,1,0,2324
Nantes,Lyon,1,3,2324
Metz,Lens,2,1,2324
Strasbourg,Reims,3,1,2324
Rennes,Toulouse,1,2,2324
Le Havre,Nantes,0,1,2324
Clermont,Montpellier,1,1,2324
Lyon,Brest,4,3,2324
Nice,Lorient,3,0,2324
Nantes,Rennes,0,3,2324
Lens,Clermont,1,0,2324
Le Havre,Metz,0,1,2324
Lille,Strasbourg,1,0,2324
Reims,Montpellier,1,2,2324
Brest,Monaco,0,2,2324
Toulouse,Marseille,2,2,2324
Paris SG,Lyon,4,1,2324
Lorient,Paris SG,1,4,2324
Marseille,Nice,2,2,2324
Monaco,Lille,1,0,2324
Montpellier,Nantes,1,1,2324
Paris SG,Le Havre,3,3,2324
Metz,Lille,1,2,2324
Clermont,Reims,4,1,2324
Lorient,Toulouse,1,2,2324
Strasbourg,Nice,1,3,2324
Rennes,Brest,4,5,2324
Lyon,Monaco,3,2,2324
Marseille,Lens,2,1,2324
Toulouse,Montpellier,1,2,2324
Lens,Lorient,2,0,2324
Le Havre,Strasbourg,3,1,2324
Monaco,Clermont,4,1,2324
Metz,Rennes,2,3,2324
Brest,Nantes,0,0,2324
Lille,Lyon,3,4,2324
Brest,Reims,1,1,2324
Nice,Le Havre,1,0,2324
Clermont,Lyon,0,1,2324
Marseille,Lorient,3,1,2324
Montpellier,Monaco,0,2,2324
Nantes,Lille,1,2,2324
Paris SG,Toulouse,1,3,2324
Rennes,Lens,1,1,2324
Strasbourg,Metz,2,1,2324
Nice,Paris SG,1,2,2324
Reims,Marseille,1,0,2324
Le Havre,Marseille,1,2,2324
Lens,Montpellier,2,2,2324
Lille,Nice,2,2,2324
Lorient,Clermont,5,0,2324
Lyon,Strasbourg,2,1,2324
Metz,Paris SG,0,2,2324
Monaco,Nantes,4,0,2324
Reims,Rennes,2,1,2324
Toulouse,Brest,0,3,2324
Man United,Fulham,1,0,2425
Ipswich,Liverpool,0,2,2425
Arsenal,Wolves,2,0,2425
Everton,Brighton,0,3,2425
Newcastle,Southampton,1,0,2425
Nott'm Forest,Bournemouth,1,1,2425
West Ham,Aston Villa,1,2,2425
Brentford,Crystal Palace,2,1,2425
Chelsea,Man City,0,2,2425
Leicester,Tottenham,1,1,2425
Brighton,Man United,2,1,2425
Crystal Palace,West Ham,0,2,2425
Fulham,Leicester,2,1,2425
Man City,Ipswich,4,1,2425
Southampton,Nott'm Forest,0,1,2425
Tottenham,Everton,4,0,2425
Aston Villa,Arsenal,0,2,2425
Bournemouth,Newcastle,1,1,2425
Wolves,Chelsea,2,6,2425
Liverpool,Brentford,2,0,2425
Arsenal,Brighton,1,1,2425
Brentford,Southampton,3,1,2425
Everton,Bournemouth,2,3,2425
Ipswich,Fulham,1,1,2425
Leicester,Aston Villa,1,2,2425
Nott'm Forest,Wolves,1,1,2425
West Ham,Man City,1,3,2425
Chelsea,Crystal Palace,1,1,2425
Newcastle,Tottenham,2,1,2425
Man United,Liverpool,0,3,2425
Southampton,Man United,0,3,2425
Brighton,Ipswich,0,0,2425
Crystal Palace,Leicester,2,2,2425
Fulham,West Ham,1,1,2425
Liverpool,Nott'm Forest,0,1,2425
Man City,Brentford,2,1,2425
Aston Villa,Everton,3,2,2425
Bournemouth,Chelsea,0,1,2425
Tottenham,Arsenal,0,1,2425
Wolves,Newcastle,1,2,2425
West Ham,Chelsea,0,3,2425
Aston Villa,Wolves,3,1,2425
Fulham,Newcastle,3,1,2425
Leicester,Everton,1,1,2425
Liverpool,Bournemouth,3,0,2425
Southampton,Ipswich,1,1,2425
Tottenham,Brentford,3,1,2425
Crystal Palace,Man United,0,0,2425
Brighton,Nott'm Forest,2,2,2425
Man City,Arsenal,2,2,2425
Newcastle,Man City,1,1,2425
Arsenal,Leicester,4,2,2425
Brentford,West Ham,1,1,2425
Chelsea,Brighton,4,2,2425
Everton,Crystal Palace,2,1,2425
Nott'm Forest,Fulham,0,1,2425
Wolves,Liverpool,1,2,2425
Ipswich,Aston Villa,2,2,2425
Man United,Tottenham,0,3,2425
Bournemouth,Southampton,3,1,2425
Crystal Palace,Liverpool,0,1,2425
Arsenal,Southampton,3,1,2425
Brentford,Wolves,5,3,2425
Leicester,Bournemouth,1,0,2425
Man City,Fulham,3,2,2425
West Ham,Ipswich,4,1,2425
Everton,Newcastle,0,0,2425
Aston Villa,Man United,0,0,2425
Chelsea,Nott'm Forest,1,1,2425
Brighton,Tottenham,3,2,2425
Tottenham,West Ham,4,1,2425
Fulham,Aston Villa,1,3,2425
Ipswich,Everton,0,2,2425
Man United,Brentford,2,1,2425
Newcastle,Brighton,0,1,2425
Southampton,Leicester,2,3,2425
Bournemouth,Arsenal,2,0,2425
Wolves,Man City,1,2,2425
Liverpool,Chelsea,2,1,2425
Nott'm Forest,Crystal Palace,1,0,2425
Leicester,Nott'm Forest,1,3,2425
Aston Villa,Bournemouth,1,1,2425
Brentford,Ipswich,4,3,2425
Brighton,Wolves,2,2,2425
Man City,Southampton,1,0,2425
Everton,Fulham,1,1,2425
Chelsea,Newcastle,2,1,2425
Crystal Palace,Tottenham,1,0,2425
West Ham,Man United,2,1,2425
Arsenal,Liverpool,2,2,2425
Newcastle,Arsenal,1,0,2425
Bournemouth,Man City,2,1,2425
Ipswich,Leicester,1,1,2425
Liverpool,Brighton,2,1,2425
Nott'm Forest,West Ham,3,0,2425
Southampton,Everton,1,0,2425
Wolves,Crystal Palace,2,2,2425
Tottenham,Aston Villa,4,1,2425
Man United,Chelsea,1,1,2425
Fulham,Brentford,2,1,2425
Brentford,Bournemouth,3,2,2425
Crystal Palace,Fulham,0,2,2425
West Ham,Everton,0,0,2425
Wolves,Southampton,2,0,2425
Brighton,Man City,2,1,2425
Liverpool,Aston Villa,2,0,2425
Man United,Leicester,3,0,2425
Nott'm Forest,Newcastle,1,3,2425
Tottenham,Ipswich,1,2,2425
Chelsea,Arsenal,1,1,2425
Leicester,Chelsea,1,2,2425
Arsenal,Nott'm Forest,3,0,2425
Aston Villa,Crystal Palace,2,2,2425
Bournemouth,Brighton,1,2,2425
Everton,Brentford,0,0,2425
Fulham,Wolves,1,4,2425
Man City,Tottenham,0,4,2425
Southampton,Liverpool,2,3,2425
Ipswich,Man United,1,1,2425
Newcastle,West Ham,0,2,2425
Brighton,Southampton,1,1,2425
Brentford,Leicester,4,1,2425
Crystal Palace,Newcastle,1,1,2425
Nott'm Forest,Ipswich,1,0,2425
Wolves,Bournemouth,2,4,2425
West Ham,Arsenal,2,5,2425
Chelsea,Aston Villa,3,0,2425
Man United,Everton,4,0,2425
Tottenham,Fulham,1,1,2425
Liverpool,Man City,2,0,2425
Ipswich,Crystal Palace,0,1,2425
Leicester,West Ham,3,1,2425
Everton,Wolves,4,0,2425
Man City,Nott'm Forest,3,0,2425
Newcastle,Liverpool,3,3,2425
Southampton,Chelsea,1,5,2425
Arsenal,Man United,2,0,2425
Aston Villa,Brentford,3,1,2425
Fulham,Brighton,3,1,2425
